Insulation,Temperature,Num_Occupants,Avg_Age,Home_Size,Prediction
2,67,4,63.3,7,234.92
6,81,9,59.5,2,227.44
5,47,8,21.7,6,135.96
6,65,3,23.5,4,133.5
5,85,4,46.2,6,196.39
6,82,2,30.9,7,166.89
10,53,10,24.6,4,168.94
4,87,2,42.6,7,184.32
4,59,10,57.9,8,244.75
5,77,2,41.0,2,164.39
7,83,5,52.9,2,209.95
9,90,10,26.0,5,177.0
9,43,3,15.3,3,122.47
2,67,3,60.8,3,207.94
2,57,5,27.8,4,121.41
8,40,1,23.8,4,141.07
2,71,6,53.0,6,199.97
5,74,5,40.3,6,181.91
2,64,4,70.4,3,240.65
4,73,5,30.2,4,144.81
3,88,10,40.9,1,167.85
6,68,7,41.0,3,179.02
6,47,2,72.3,3,270.73
4,70,5,57.8,1,203.17
3,75,4,30.1,1,131.91
10,52,6,39.0,2,192.86
2,55,6,38.4,1,137.37
10,46,3,31.2,3,172.01
4,79,8,29.0,6,155.04
10,75,7,57.3,5,257.98
6,72,5,62.6,3,238.13
2,50,7,60.1,4,220.88
4,86,5,51.1,2,188.98
4,41,3,66.8,4,249.34
6,50,2,41.0,2,167.18
5,53,2,22.0,8,137.34
3,69,5,51.4,4,190.8
3,54,9,43.4,7,188.75
3,65,4,63.1,1,214.01
6,90,3,17.5,6,148.29
7,74,5,21.9,4,142.17
2,90,5,36.8,1,151.61
4,50,8,30.9,3,140.53
7,84,7,48.7,2,201.65
2,67,5,68.1,3,234.17
5,42,9,65.3,2,250.08
10,38,5,63.4,7,288.91
3,76,10,28.3,8,155.71
4,75,5,19.7,8,137.89
2,64,2,46.6,8,185.14
6,40,8,31.4,6,168.73
7,56,1,63.5,7,263.01
2,90,2,15.9,3,123.7
7,60,4,65.4,2,250.03
2,59,9,59.9,2,212.42
9,56,9,72.5,1,287.79
6,50,10,25.0,5,149.46
7,43,7,35.5,6,184.71
4,54,9,18.7,3,110.88
2,71,9,19.4,4,118.54
8,46,9,40.1,7,211.14
5,89,4,20.1,3,140.35
4,42,8,24.0,7,140.63
8,38,9,23.5,2,142.56
4,84,8,32.0,7,167.14
7,51,4,20.5,8,148.85
8,50,2,58.1,2,232.58
9,80,7,46.4,2,207.87
6,44,7,60.2,2,236.52
7,55,9,46.9,8,227.93
3,41,6,25.4,4,121.1
8,77,9,63.1,4,260.12
4,89,2,53.6,1,189.98
2,67,7,19.7,1,106.05
9,58,3,40.5,1,181.47
10,70,3,36.0,4,189.55
5,72,8,31.8,5,158.73
6,67,3,62.9,3,237.51
6,84,6,47.1,8,217.49
10,79,10,58.2,2,250.69
5,64,6,44.1,8,203.19
2,62,2,25.2,1,107.55
8,53,2,48.9,7,225.0
5,41,5,41.0,3,172.62
2,66,6,20.6,2,108.42
8,78,1,47.1,7,218.18
2,78,2,41.8,3,156.69
8,85,9,49.3,6,231.11
8,54,1,34.6,1,156.21
4,53,5,66.1,1,233.84
7,52,1,33.2,3,155.5
8,65,5,48.2,7,227.15
2,59,5,46.4,7,185.31
6,59,1,27.1,5,141.92
7,61,8,63.0,2,248.0
4,68,3,29.9,5,142.12
4,84,6,64.3,5,239.07
2,44,1,43.6,1,147.98
6,42,7,17.0,4,118.69
3,83,8,68.6,7,258.94
7,77,9,16.7,4,139.31
5,76,1,43.6,8,194.41
5,75,9,19.1,5,135.85
6,60,2,71.2,2,259.6
4,46,10,71.9,1,261.69
9,82,9,55.1,7,257.94
9,49,6,48.7,5,228.1
7,38,2,15.6,1,99.83
9,60,9,48.6,1,212.27
2,75,5,32.9,7,151.67
7,90,1,35.1,7,183.8
7,74,4,63.7,5,254.27
8,61,8,28.8,2,155.32
10,78,2,54.3,6,247.18
2,55,9,19.0,1,97.71
2,64,4,69.9,7,256.54
7,67,9,46.5,5,212.64
10,49,10,35.1,2,188.14
4,65,7,15.7,7,122.38
4,77,8,64.9,6,250.2
2,76,6,23.0,3,123.06
10,86,1,19.0,8,168.46
10,62,4,46.8,2,211.06
6,43,9,45.8,7,216.52
9,70,5,65.2,7,281.92
10,68,5,31.0,6,188.29
8,38,10,39.6,1,184.56
5,58,1,22.8,7,133.3
5,39,8,60.0,6,250.17
5,66,1,70.9,4,258.73
9,71,7,72.0,6,301.53
7,69,1,26.0,1,134.45
10,60,10,24.2,7,181.89
2,58,6,16.5,2,95.47
8,69,4,60.9,7,261.43
8,55,1,57.0,6,244.11
9,85,2,63.6,1,242.59
3,48,7,45.4,1,167.19
5,52,2,27.0,7,146.24
8,90,2,70.2,7,282.36
5,71,1,69.6,2,244.39
8,56,7,66.8,5,278.96
5,39,4,50.3,8,223.22
9,41,9,38.8,7,213.71
5,71,5,19.4,2,121.71
3,69,7,68.2,2,238.18
4,45,1,68.4,2,241.44
5,90,10,57.9,5,232.38
3,62,4,22.8,1,109.02
9,44,2,62.3,6,270.76
10,62,4,72.7,7,312.0
2,75,2,54.2,4,188.73
8,38,2,38.3,8,200.76
5,44,5,54.2,8,235.63
8,79,5,56.0,2,224.74
4,43,4,45.2,7,195.89
8,43,1,18.6,8,145.69
8,48,7,23.0,5,152.3
3,80,4,33.4,1,141.7
2,81,1,49.1,3,172.15
3,62,9,62.2,8,250.31
6,39,3,15.9,8,128.66
3,75,4,63.3,1,212.69
4,83,1,58.4,6,218.83
6,83,5,36.3,7,182.17
2,38,6,23.6,2,100.51
2,57,9,30.2,6,141.58
9,75,1,51.3,7,235.96
7,54,7,56.9,8,255.87
5,75,6,27.5,7,155.04
5,48,9,40.7,3,175.58
7,61,10,42.1,8,216.28
8,82,2,50.6,4,215.03
10,49,8,68.3,5,298.07
7,65,6,22.2,3,135.22
8,46,6,65.0,1,256.71
8,66,8,55.4,3,232.91
5,83,7,64.1,5,245.94
3,72,1,16.1,8,122.44
7,43,8,40.9,3,187.62
8,50,6,55.9,7,253.65
6,49,9,43.4,2,185.13
8,86,10,53.4,1,220.22
8,82,2,66.7,7,273.33
3,42,6,40.5,3,160.71
5,78,7,37.9,6,178.27
9,69,2,33.3,2,165.03
10,71,3,27.7,6,176.36
5,59,8,26.8,5,145.02
2,85,3,69.3,7,247.58
2,83,3,27.1,4,135.59
7,45,9,19.1,8,152.29
10,84,4,20.0,3,155.83
7,79,8,63.6,4,253.96
10,83,3,40.0,2,190.96
4,40,5,36.6,3,153.26
4,86,8,59.9,4,224.22
2,52,10,39.7,2,151.98
7,51,1,22.7,8,150.44
7,60,10,39.5,4,190.43
3,79,10,39.3,2,161.75
8,59,9,43.6,8,225.24
7,38,7,29.6,2,149.92
6,60,10,58.4,7,253.13
9,55,9,71.2,6,306.1
5,80,1,50.1,3,188.86
7,45,9,19.8,4,135.52
5,78,3,44.5,4,181.13
10,87,4,66.7,6,283.75
7,53,1,51.5,8,230.44
3,79,7,39.3,6,170.92
7,58,8,61.5,7,266.3
9,45,3,23.9,8,169.34
6,59,5,58.7,6,242.66
8,57,4,62.7,4,256.98
3,79,10,64.6,8,254.82
10,73,6,56.4,3,244.69
9,88,3,68.0,4,270.09
5,50,2,47.6,8,208.89
10,41,7,18.0,5,151.25
6,55,9,30.1,4,157.12
5,52,6,28.5,4,142.08
4,80,3,30.0,6,152.74
7,50,7,39.0,7,198.86
3,80,7,62.3,5,229.69
8,83,9,52.0,6,238.47
6,71,4,43.0,4,184.74
6,61,8,17.8,7,136.25
6,61,8,56.9,3,227.46
9,46,7,58.3,7,269.2
9,40,5,30.6,1,157.64
10,54,7,69.6,2,286.5
7,64,3,49.5,4,207.34
9,72,2,41.0,6,204.74
2,60,5,17.9,1,95.79
7,58,1,28.6,5,152.33
10,73,8,51.4,2,229.32
6,51,4,58.1,6,241.47
7,77,7,53.6,1,210.13
2,78,5,41.8,8,176.85
2,52,6,65.7,7,249.63
6,63,1,72.9,3,267.15
9,54,8,38.3,2,187.54
6,63,4,47.8,1,183.77
4,81,1,31.8,2,143.37
2,86,5,53.3,5,195.56
5,69,4,55.0,2,203.33
9,38,4,51.9,4,233.49
10,61,4,44.2,3,208.7
4,40,4,42.6,4,175.17
2,88,6,58.0,6,213.79
6,62,9,29.0,8,172.86
3,85,2,48.5,2,175.89
4,49,6,64.8,7,258.92
10,90,9,67.3,8,302.06
10,63,7,50.7,3,230.74
4,80,2,72.5,1,242.39
2,46,4,36.4,7,155.84
8,65,8,53.5,2,222.75
10,71,4,53.0,1,223.14
9,60,9,15.7,8,155.66
10,41,7,28.0,6,183.25
4,74,1,43.3,7,182.59
7,54,9,25.5,2,141.55
9,68,7,44.2,5,216.09
2,79,4,67.7,5,236.89
9,58,7,34.2,6,193.69
2,81,10,34.8,5,158.51
10,48,1,57.3,6,258.44
6,80,9,21.8,6,151.04
7,38,8,54.7,6,245.17
4,49,2,35.0,7,161.7
10,78,9,55.4,2,241.62
4,62,3,18.6,8,125.44
5,61,8,36.7,1,153.23
8,65,3,58.2,2,230.33
7,60,10,24.8,7,164.55
8,83,5,71.5,3,274.76
7,59,9,64.2,8,280.43
3,70,8,29.1,7,148.85
5,47,10,18.3,5,124.94
10,66,7,26.5,7,183.7
6,46,6,61.0,2,237.06
3,81,2,16.3,4,121.57
9,53,2,49.9,5,225.02
7,83,5,25.3,2,148.75
9,63,2,27.4,1,144.66
4,41,1,34.6,6,154.53
2,87,9,27.9,4,145.27
7,53,1,20.6,4,125.92
10,84,9,57.4,1,242.3
8,84,6,39.5,7,204.78
6,72,6,56.4,7,238.2
3,90,7,36.8,8,178.21
9,71,1,20.9,6,151.2
3,76,8,40.3,1,156.88
5,87,7,36.4,2,166.57
5,42,4,47.6,1,182.8
6,66,8,65.0,6,264.98
4,54,10,72.3,4,274.11
4,59,2,47.6,4,182.92
2,63,3,63.5,8,239.61
7,59,10,49.6,4,218.09
4,39,9,28.1,4,139.18
8,81,8,70.0,3,274.9
2,75,6,68.5,4,239.36
5,63,4,39.0,4,167.61
10,88,4,22.4,3,162.7
9,68,1,46.1,2,198.38
9,63,4,69.0,2,272.1
2,70,10,42.9,3,165.72
4,84,4,62.6,6,235.27
4,61,7,68.4,5,259.59
10,82,2,65.0,1,252.83
3,42,2,61.6,4,225.6
7,58,3,18.6,6,132.8
5,62,2,36.6,4,158.17
10,87,9,27.9,8,194.94
9,64,5,41.2,8,219.14
2,65,8,26.0,8,138.34
5,41,4,60.5,5,241.47
5,69,3,60.3,6,236.36
4,52,4,50.3,1,182.85
7,72,1,53.6,4,215.49
2,49,7,67.0,8,260.5
2,67,4,51.6,8,202.53
5,79,3,41.6,5,177.89
9,76,6,31.6,4,175.59
6,59,2,68.4,5,264.41
8,50,5,52.2,5,231.66
2,66,7,25.2,6,129.6
2,57,4,15.9,1,89.53
8,49,4,47.1,7,223.3
10,77,3,55.8,5,248.03
9,66,10,72.5,2,291.01
9,54,5,35.9,5,190.72
2,48,9,20.8,7,120.69
8,64,2,52.0,6,228.4
4,82,7,34.4,2,155.11
5,75,3,19.6,1,121.33
8,50,9,30.3,2,160.96
9,81,10,23.3,6,170.1
3,53,8,35.1,8,169.09
10,53,2,49.4,5,229.38
7,68,6,38.1,1,166.6
9,39,4,47.1,7,231.42
2,54,2,27.1,5,118.37
10,64,7,37.6,4,199.81
4,65,5,54.3,5,211.22
3,86,10,54.8,4,208.5
6,62,5,38.6,5,179.02
2,40,1,54.5,6,205.54
7,72,5,18.7,5,137.91
5,54,1,18.9,2,105.03
3,79,9,28.7,6,151.16
4,73,7,40.2,4,169.42
2,78,1,56.3,1,181.59
7,45,10,33.5,2,164.85
9,82,9,43.3,2,202.35
7,69,10,55.1,4,232.77
8,79,10,58.3,2,238.31
8,85,2,16.6,3,142.15
4,47,4,42.4,5,177.11
3,40,1,36.8,7,160.12
6,64,8,20.7,7,144.11
6,75,8,27.7,6,159.39
4,57,3,24.9,7,135.63
7,56,8,57.4,1,227.25
4,51,2,28.6,6,139.58
2,69,8,20.4,3,114.95
4,72,5,19.4,2,118.68
2,73,3,56.1,8,213.64
10,67,6,43.4,7,228.19
7,40,8,64.3,5,270.21
3,68,6,52.9,1,184.87
7,38,5,70.1,1,265.92
6,62,8,23.9,4,138.84
7,39,3,21.2,5,135.3
5,48,3,63.2,7,255.56
2,46,2,36.6,2,131.32
2,44,9,19.2,7,116.37
3,44,7,37.5,7,169.94
9,66,7,38.7,6,205.85
8,84,10,32.6,5,183.04
3,47,7,69.6,4,257.26
10,47,8,31.2,4,184.02
6,57,6,59.7,3,234.47
2,40,9,69.1,2,245.9
9,38,9,23.5,8,176.63
6,40,10,72.2,6,295.64
8,51,6,40.1,4,192.61
4,52,3,67.8,4,249.82
4,63,6,65.7,3,240.2
5,74,4,22.5,7,142.48
10,79,5,60.6,3,254.6
8,79,9,34.9,3,178.1
5,46,5,50.0,4,204.08
8,77,10,32.2,1,164.87
6,77,1,46.6,3,185.39
3,82,6,57.3,3,204.34
8,55,7,56.7,1,229.62
8,63,4,18.0,6,139.5
5,57,10,18.9,2,115.39
5,61,5,43.0,6,189.37
8,52,7,17.2,2,122.4
6,45,7,51.4,4,217.41
6,65,6,20.5,8,145.33
2,73,6,47.6,3,172.13
10,45,6,66.9,2,278.49
4,40,6,44.5,6,192.94
10,65,5,49.4,2,219.57
10,43,3,36.8,6,201.37
8,55,8,45.9,3,206.58
9,79,10,61.9,3,259.12
6,38,4,45.0,3,190.34
3,43,5,64.1,4,237.77
4,45,4,62.4,8,253.98
2,86,6,65.5,1,216.56
4,83,6,64.8,7,249.82
4,80,7,36.0,6,168.85
5,60,6,59.3,4,231.08
9,79,3,60.4,5,254.2
3,50,8,44.7,6,188.02
3,46,6,28.6,8,148.55
7,88,5,47.7,3,200.82
7,85,6,33.1,6,178.41
2,59,2,47.1,2,161.23
10,53,6,16.9,8,160.93
6,53,10,47.9,1,195.25
9,74,9,58.5,7,267.25
3,79,3,28.1,1,129.7
7,44,4,22.4,1,121.19
4,62,6,34.2,3,146.62
5,49,10,29.6,3,146.26
9,80,10,46.7,3,217.78
10,70,10,41.8,1,201.47
7,54,9,41.2,4,193.64
9,44,2,16.2,1,114.05
10,57,7,56.7,3,249.48
4,74,9,31.5,2,146.17
10,72,1,21.0,6,156.98
10,81,4,38.3,6,206.56
3,38,7,65.4,4,245.81
4,66,1,68.6,7,259.06
2,46,6,60.1,3,216.05
3,40,5,33.3,4,141.55
2,42,6,53.4,1,187.17
3,74,4,20.3,8,133.24
9,70,3,47.0,4,213.14
9,69,5,66.2,8,289.78
7,52,3,44.6,7,208.22
5,70,4,15.5,7,127.85
10,55,7,17.3,6,154.08
7,65,2,42.4,5,191.26
5,55,1,21.3,2,110.46
2,56,5,55.6,7,215.07
9,62,7,65.8,7,288.84
8,54,4,64.2,6,271.4
10,46,4,57.7,5,260.02
7,60,10,56.8,3,236.06
8,78,9,66.6,8,288.66
4,77,10,68.2,8,272.39
10,38,10,15.3,3,138.75
10,90,2,59.4,1,237.44
6,90,5,44.4,5,195.78
7,50,2,62.7,8,267.99
2,59,7,44.7,7,182.85
10,90,3,50.4,4,228.53
10,80,9,31.1,3,180.53
4,68,8,72.3,7,280.35
9,71,9,20.7,1,141.85
7,72,9,15.5,1,125.55
6,62,7,37.9,7,189.44
10,55,8,69.9,2,288.62
2,72,4,25.2,4,124.81
3,78,5,52.7,1,181.81
7,43,3,45.7,1,186.62
5,48,9,58.6,7,249.77
3,67,2,62.0,4,220.34
4,85,5,68.4,1,233.45
4,55,8,62.3,5,243.45
2,48,7,72.3,4,260.0
10,76,6,24.6,7,176.98
5,56,3,72.5,4,269.34
2,48,5,49.8,7,198.95
6,46,1,31.8,2,140.72
4,72,9,65.4,1,232.81
10,77,4,59.0,3,248.8
9,86,7,58.1,7,263.13
5,41,2,19.6,7,126.22
3,55,6,47.5,4,183.72
8,38,10,64.6,1,261.96
3,52,1,67.3,4,239.45
7,50,2,63.4,8,270.19
2,64,9,20.8,3,112.91
6,75,1,30.0,1,141.56
8,45,1,51.7,3,216.75
9,38,4,62.7,5,271.13
6,56,4,72.4,8,294.07
4,77,2,41.1,6,173.39
4,77,9,71.7,2,255.7
2,63,10,22.1,3,115.82
4,57,7,19.3,1,106.06
10,85,10,31.1,6,195.73
5,72,8,33.2,4,158.27
6,76,2,52.9,7,222.79
4,90,4,21.2,2,136.39
2,56,2,45.3,8,182.74
5,64,1,22.9,7,135.12
8,58,8,20.6,1,128.95
3,60,10,34.5,7,165.63
10,57,10,24.3,2,158.69
9,74,4,63.5,3,256.27
5,76,6,63.7,7,254.0
6,72,1,55.5,8,233.13
8,82,5,18.5,8,158.59
2,65,8,29.5,7,143.22
8,53,1,53.2,8,241.55
5,66,2,60.8,3,223.93
4,90,5,72.6,1,245.63
8,47,10,65.7,7,290.55
7,60,2,55.4,8,242.3
8,64,10,58.2,6,258.49
4,52,3,18.4,4,106.26
2,83,7,27.5,4,139.76
8,67,3,53.2,8,242.5
8,51,5,48.7,2,207.03
3,55,3,28.8,2,118.41
10,87,1,35.7,7,199.79
4,50,7,44.6,1,169.8
4,70,10,25.8,8,152.9
10,58,6,24.8,6,172.98
7,87,7,72.0,8,294.62
2,38,10,64.0,3,236.21
9,54,5,64.2,2,260.83
6,84,7,56.8,5,231.24
4,79,1,63.4,8,243.66
8,51,8,49.0,2,212.31
3,43,2,72.7,8,277.39
10,39,9,15.6,1,128.85
9,64,10,35.4,6,201.29
6,77,10,22.9,8,159.2
5,75,7,59.4,6,237.72
9,61,5,67.8,4,279.19
9,52,4,70.7,3,284.85
3,42,9,24.1,2,112.55
10,84,3,66.3,3,267.13
7,87,2,52.5,1,200.41
9,71,9,50.4,6,240.55
6,48,9,22.9,4,137.6
2,53,6,15.6,3,92.77
8,45,4,54.3,3,229.28
5,75,3,31.7,3,148.46
7,60,5,33.4,4,166.52
8,46,9,72.0,4,295.75
4,50,9,34.5,6,165.88
10,71,9,40.2,4,209.74
5,61,10,69.1,8,285.27
6,50,10,67.5,1,257.87
9,77,3,50.4,2,212.92
6,48,4,53.1,7,230.96
3,72,8,64.0,3,230.05
8,41,3,39.3,1,172.75
9,70,8,29.3,4,172.32
2,83,2,25.4,2,126.66
5,78,2,58.4,1,204.44
3,84,4,40.6,4,167.34
8,86,6,29.8,3,167.77
6,60,5,23.4,6,142.4
2,65,8,54.7,6,209.94
10,50,9,69.8,5,303.92
6,61,2,42.2,4,179.73
3,51,2,42.3,1,149.25
9,79,9,22.5,8,174.3
9,65,1,40.4,4,192.31
6,63,4,72.9,4,275.96
6,44,7,34.4,4,165.99
6,46,2,41.9,7,193.31
6,86,8,57.3,3,224.65
10,58,3,59.0,4,255.12
5,44,10,38.5,5,180.05
8,59,8,47.1,7,228.6
10,74,7,65.9,4,278.37
6,88,10,40.2,8,204.55
3,60,3,38.6,6,161.83
9,76,5,29.8,7,183.33
3,49,5,63.1,1,219.9
2,58,5,71.2,3,246.39
5,81,6,47.7,3,190.03
7,68,3,59.2,2,226.92
7,78,1,53.2,8,233.15
7,78,2,16.7,4,134.84
9,39,5,61.5,5,268.85
10,65,5,16.0,7,152.22
7,46,3,54.7,3,223.07
9,55,8,40.0,6,210.95
3,88,5,46.8,3,180.33
3,89,10,31.8,8,170.56
8,71,2,72.8,7,295.5
4,52,8,21.4,7,133.47
2,61,6,42.6,3,157.36
2,83,5,40.5,6,169.04
2,88,1,58.7,1,190.29
10,54,6,44.9,7,232.38
6,90,1,55.6,6,223.84
7,67,1,66.0,5,259.04
10,82,6,62.1,1,250.71
8,44,8,61.2,7,274.36
8,54,7,43.5,3,198.6
10,46,7,36.1,5,200.59
6,50,10,17.7,8,143.64
2,73,1,31.2,2,128.48
3,82,7,39.9,7,177.03
6,83,1,62.3,5,237.4
10,44,9,47.4,7,243.94
6,77,6,46.1,1,182.53
8,58,4,53.1,7,239.79
6,87,7,58.4,6,240.26
4,42,4,59.8,8,246.59
6,82,4,55.2,7,231.92
7,75,10,49.4,8,236.01
9,57,1,35.1,8,196.76
5,58,5,28.7,6,150.5
4,44,6,46.4,8,206.74
10,73,8,24.1,1,153.35
7,69,8,30.1,2,153.05
10,74,2,50.5,3,222.78
9,54,9,31.8,2,171.33
9,67,7,39.9,3,195.01
5,65,2,55.4,1,198.3
5,44,2,40.0,6,177.65
8,83,5,47.4,4,210.71
7,38,5,43.8,2,189.31
6,84,6,52.1,7,226.39
9,48,6,24.3,8,174.79
9,53,2,27.8,2,150.22
6,48,6,47.2,5,206.37
10,59,1,64.7,2,261.04
7,40,3,54.7,7,242.3
5,57,4,55.1,6,224.65
5,70,1,51.0,4,195.77
8,89,2,59.4,4,238.9
9,86,6,16.4,1,144.56
5,47,4,66.1,8,270.87
7,73,5,60.1,8,257.97
4,57,10,45.2,8,205.78
9,77,6,56.1,1,228.12
10,74,7,20.0,8,170.65
7,90,7,19.6,7,160.96
6,52,1,16.0,4,109.4
5,86,3,54.3,3,203.48
8,50,7,31.9,7,185.88
2,63,7,50.0,3,181.26
2,52,4,29.1,2,113.95
8,59,1,17.9,3,123.52
8,45,6,53.7,3,230.28
5,61,2,18.5,3,112.49
8,78,5,71.6,8,298.63
2,73,9,40.5,1,152.37
8,71,6,52.6,2,217.03
2,69,6,40.1,4,156.07
6,50,4,22.5,5,133.88
10,48,8,66.5,7,301.41
7,62,8,59.7,4,246.22
2,49,3,33.7,4,132.88
6,67,9,55.6,2,218.76
9,57,6,26.5,5,166.59
5,90,2,31.2,2,153.32
2,62,8,57.4,6,219.32
10,79,5,62.2,2,254.25
6,75,6,17.7,4,132.59
9,42,5,61.0,1,249.3
7,86,9,61.3,6,257.41
6,56,3,33.0,8,175.01
2,56,5,18.2,6,107.26
8,54,5,47.3,1,197.37
5,81,1,28.2,4,146.27
7,49,1,49.3,7,220.13
10,38,6,32.3,7,197.98
4,87,4,55.0,1,193.61
10,56,10,48.1,5,237.53
10,43,7,38.7,8,221.58
3,46,7,55.4,1,199.45
2,41,2,69.7,2,236.55
6,52,5,56.0,3,222.7
8,40,8,20.9,5,148.04
2,82,4,63.3,7,230.98
8,61,7,58.9,5,252.72
5,72,8,51.4,2,197.71
3,74,5,30.9,8,154.47
3,39,7,51.2,6,210.0
6,45,3,44.6,4,190.2
6,72,9,50.6,3,208.02
7,69,8,24.5,1,138.04
7,49,5,66.6,8,284.85
6,69,6,17.7,8,140.05
7,83,6,21.7,8,160.69
8,68,6,57.1,5,243.73
5,66,6,72.8,4,271.98
7,40,4,41.3,4,188.34
8,53,7,64.5,2,259.18
10,39,5,66.6,6,294.16
3,40,6,15.5,6,103.58
4,46,4,30.7,1,124.77
9,73,5,56.1,6,250.18
4,67,10,23.6,7,142.63
2,87,8,59.8,2,205.95
4,60,8,58.4,4,225.38
7,60,7,26.4,3,145.71
10,41,8,27.4,4,173.7
2,48,5,46.9,1,163.4
5,52,10,66.5,3,257.37
3,88,8,15.1,2,126.51
3,84,1,59.9,3,204.59
5,42,5,61.8,8,259.96
4,53,6,29.5,4,138.47
4,74,10,50.5,5,205.94
3,81,10,48.4,7,203.51
5,67,5,64.4,6,252.71
6,53,6,57.7,2,224.79
2,62,2,18.0,7,111.62
6,61,10,55.1,6,238.01
4,54,7,66.5,3,246.67
10,74,6,47.1,8,242.88
5,84,1,45.4,1,173.74
9,81,9,40.3,7,217.69
4,55,4,50.2,7,208.43
3,64,5,52.5,1,182.59
4,67,6,37.6,8,179.16
3,49,5,66.8,3,240.36
10,54,5,55.3,7,260.76
9,82,9,64.0,5,272.74
5,43,7,56.4,5,232.39
3,70,9,21.6,5,128.4
8,44,8,28.2,5,167.94
2,53,7,48.4,3,178.59
3,55,9,69.8,5,263.24
8,58,9,17.2,6,144.06
9,59,1,57.1,5,244.66
4,61,6,60.4,3,224.05
10,56,2,71.0,4,292.03
2,82,9,15.2,1,115.75
6,77,10,69.3,6,278.48
8,47,4,16.0,4,124.18
5,68,1,36.6,6,166.04
7,67,6,17.0,4,129.38
4,67,3,68.1,3,242.32
4,69,3,72.6,3,255.95
10,72,10,61.3,3,264.3
3,49,6,21.7,4,110.97
10,55,7,65.7,7,296.14
3,62,3,56.0,6,213.14
4,58,8,70.1,7,276.1
8,59,5,61.2,3,248.72
4,51,7,71.0,6,274.93
9,67,2,15.9,7,143.27
8,46,3,31.1,4,163.79
3,84,8,37.4,5,167.82
10,39,7,48.4,8,249.64
3,72,1,54.4,4,193.62
5,83,2,48.3,3,185.93
6,40,10,44.1,5,204.47
10,39,4,56.0,8,269.25
10,39,10,63.5,1,269.62
5,67,6,55.9,4,218.5
2,80,4,70.8,8,259.5
3,84,7,16.7,8,138.6
4,89,3,24.6,2,139.33
6,38,6,65.9,5,266.89
3,69,4,22.7,8,133.79
5,56,1,65.9,7,259.01
8,54,10,39.0,5,200.15
3,43,2,44.0,8,187.9
2,62,10,57.3,6,222.13
6,44,2,71.2,7,285.67
3,90,1,33.9,7,163.6
2,57,10,29.0,5,135.55
3,75,4,36.2,4,152.8
7,64,1,68.7,5,268.34
6,62,9,37.0,3,171.12
3,72,9,43.6,1,163.49
2,66,1,24.2,3,113.06
7,47,1,41.3,7,196.37
7,69,8,52.4,5,227.2
8,40,4,68.5,6,287.41
9,61,10,23.8,5,165.07
3,73,10,16.8,2,116.23
6,38,5,41.2,8,202.0
2,83,1,23.2,7,135.79
2,41,5,54.2,1,188.4
2,46,1,43.7,7,174.47
5,50,5,47.0,2,184.67
3,58,1,41.3,8,175.67
7,81,5,52.3,7,231.83
5,70,3,70.6,2,250.72
5,76,10,25.3,6,151.97
2,50,4,48.9,2,171.94
4,57,10,21.6,4,123.38
5,50,5,61.5,5,243.68
9,52,8,71.7,5,302.5
10,44,1,71.2,3,289.12
4,48,1,44.6,5,179.42
7,52,7,44.9,6,210.19
5,67,7,68.9,8,278.69
8,44,5,57.8,4,246.45
3,60,9,64.6,2,232.27
10,39,3,54.8,1,233.4
5,90,5,71.0,8,276.24
5,69,7,53.3,4,211.22
8,54,2,31.5,7,177.44
5,63,1,21.4,4,121.62
3,49,5,51.8,1,184.08
6,85,4,49.3,1,189.47
7,54,2,41.8,4,185.03
5,54,7,56.9,8,244.35
6,66,8,64.0,8,270.72
8,54,1,38.6,4,181.19
9,70,10,54.3,4,243.24
5,48,3,44.8,8,202.04
8,56,3,71.6,6,292.74
8,90,9,36.5,7,200.95
4,51,3,29.5,1,120.18
5,55,8,59.9,4,237.21
2,89,1,49.3,2,174.77
3,88,2,45.8,8,190.16
10,51,4,37.6,1,181.44
8,45,10,41.2,4,201.51
4,54,8,21.7,1,109.9
9,40,3,46.1,2,204.64
4,62,5,71.2,1,247.51
8,83,7,40.2,4,194.06
9,56,1,28.1,7,173.03
7,56,4,53.0,3,216.48
7,58,5,32.5,7,178.19
3,89,2,18.0,4,131.17
9,46,10,31.7,7,196.03
5,67,10,56.9,4,227.44
3,61,10,48.5,2,182.78
4,55,10,64.3,6,257.2
2,47,9,21.1,1,96.8
3,75,4,57.2,1,194.11
4,62,1,17.7,7,118.68
10,90,2,16.6,6,162.69
4,48,8,27.6,1,122.18
10,55,1,18.9,6,149.65
3,58,9,21.3,8,132.98
9,53,2,24.7,2,141.79
10,38,3,51.2,6,244.32
9,61,7,70.5,2,281.7
8,64,7,38.6,5,194.58
6,73,2,54.2,5,216.95
10,60,4,34.4,2,177.35
3,53,9,68.7,8,273.4
6,73,4,30.2,1,143.62
6,90,8,21.5,8,163.2
9,64,10,31.2,4,180.47
7,72,8,25.2,7,162.6
3,60,8,66.2,6,253.25
10,61,10,51.0,2,231.27
4,54,9,47.0,1,179.21
10,74,3,63.3,8,282.55
8,78,1,48.9,4,208.98
5,58,4,43.3,6,188.75
10,56,8,58.9,3,258.13
10,40,9,37.6,8,221.16
4,38,4,40.5,8,186.86
8,69,2,33.9,2,160.34
10,78,5,36.9,4,194.85
8,86,3,56.7,3,228.35
4,59,9,28.5,8,158.88
7,42,6,50.7,7,233.55
10,71,2,33.0,5,184.61
